Season,Week,Away,Home,Date,Road Open Spread,Road Close Spread,Opening Total,Home Open Spread,Home Close Spread,Closing Total,
2018,1,ATL,PHI,2018-09-06, 4,1,46.5,-4,-1,44.5,
2018,1,BUF,BAL,2018-09-09, 3.5,7.5,42.5,-3.5,-7.5,39,
2018,1,CIN,IND,2018-09-09, 2,-1,47,-2,1,47.5,
2018,1,HOU,NE,2018-09-09, 6.5,6,51,-6.5,-6,49.5,
2018,1,JAC,NYG,2018-09-09, -3.5,-2.5,44,3.5,2.5,43,
2018,1,PIT,CLE,2018-09-09, -6.5,-3.5,47,6.5,3.5,41,
2018,1,SF,MIN,2018-09-09, 4.5,6,47,-4.5,-6,46.5,
2018,1,TB,NO,2018-09-09, 7,10,51.5,-7,-10,50,
2018,1,TEN,MIA,2018-09-09, -2.5,-1,46.5,2.5,1,43.5,
2018,1,KC,LAC,2018-09-09, 3,3.5,47.5,-3,-3.5,48,
2018,1,DAL,CAR,2018-09-09, 2.5,2.5,44,-2.5,-2.5,42.5,
2018,1,SEA,DEN,2018-09-09, 1.5,3,42,-1.5,-3,42.5,
2018,1,WAS,ARI,2018-09-09, 0,2,44,0,-2,43.5,
2018,1,CHI,GB,2018-09-09, 8.5,6.5,48,-8.5,-6.5,45,
2018,1,NYJ,DET,2018-09-10, 6.5,7,44,-6.5,-7,44,
2018,1,LAR,OAK,2018-09-10, -2.5,-6,49.5,2.5,6,47.5,
2017,1,KC,NE,2017-09-07, 7.5,8,48.5,-7.5,-8,47.5,
2017,1,JAC,HOU,2017-09-10, 4.5,5.5,42,-4.5,-5.5,38,
2017,1,NYJ,BUF,2017-09-10, 6,7,42.5,-6,-7,42,
2017,1,PHI,WAS,2017-09-10, 2.5,-2,48,-2.5,2,49.5,
2017,1,OAK,TEN,2017-09-10, -1,2.5,51.5,1,-2.5,49.5,
2017,1,ATL,CHI,2017-09-10, -7,-6.5,50.5,7,6.5,48,
2017,1,BAL,CIN,2017-09-10, 2.5,2.5,43,-2.5,-2.5,41.5,
2017,1,PIT,CLE,2017-09-10, -9,-10,47.5,9,10,47,
2017,1,ARI,DET,2017-09-10, 2.5,-2.5,48.5,-2.5,2.5,48.5,
2017,1,IND,LAR,2017-09-10, -3,3.5,47,3,-3.5,41.5,
2017,1,SEA,GB,2017-09-10, 3,2.5,49.5,-3,-2.5,49.5,
2017,1,CAR,SF,2017-09-10, -4.5,-4.5,48,4.5,4.5,45.5,
2017,1,NYG,DAL,2017-09-10, 5.5,6,49.5,-5.5,-6,46.5,
2017,1,NO,MIN,2017-09-11, 3.5,3,48,-3.5,-3,47.5,
2017,1,LAC,DEN,2017-09-11, 3.5,3,44,-3.5,-3,41.5,
2017,1,TB,MIA,2017-09-10, 0,-1,40,0,1,44,
2016,1,CAR,DEN,2016-09-08, 1,-3,43,-1,3,40.5,
2016,1,BUF,BAL,2016-09-11, 2.5,3,43,-2.5,-3,44.5,
2016,1,GB,JAC,2016-09-11, -4,-3.5,47,4,3.5,47,
2016,1,SD,KC,2016-09-11, 7,6.5,43,-7,-6.5,45.5,
2016,1,OAK,NO,2016-09-11, 1,2.5,50,-1,-2.5,50,
2016,1,CHI,HOU,2016-09-11, 5.5,5.5,44,-5.5,-5.5,43,
2016,1,CLE,PHI,2016-09-11, 7,3.5,45,-7,-3.5,41,
2016,1,MIN,TEN,2016-09-11, -3,-2.5,41,3,2.5,40,
2016,1,TB,ATL,2016-09-11, 3,2.5,47.5,-3,-2.5,46.5,
2016,1,CIN,NYJ,2016-09-11, 0,1,42.5,0,-1,42,
2016,1,MIA,SEA,2016-09-11, 7.5,10.5,49,-7.5,-10.5,43.5,
2016,1,NYG,DAL,2016-09-11, 3.5,1,49,-3.5,-1,47.5,
2016,1,DET,IND,2016-09-11, 5.5,2.5,49,-5.5,-2.5,51.5,
2016,1,NE,ARI,2016-09-11, 5.5,9,47.5,-5.5,-9,44.5,
2016,1,PIT,WAS,2016-09-12, -3,-2.5,50.5,3,2.5,49,
2016,1,LA,SF,2016-09-12, -2,-2.5,46,2,2.5,44,
2015,1,PIT,NE,2015-09-10, 2.5,7.5,48.5,-2.5,-7.5,51,
2015,1,KC,HOU,2015-09-13, 1.5,-1,42,-1.5,1,41,
2015,1,IND,BUF,2015-09-13, -1.5,-1,47,1.5,1,44.5,
2015,1,GB,CHI,2015-09-13, -4.5,-5.5,50,4.5,5.5,48.5,
2015,1,CAR,JAC,2015-09-13, -4,-3,42.5,4,3,41,
2015,1,CLE,NYJ,2015-09-13, 2.5,3.5,41,-2.5,-3.5,39,
2015,1,MIA,WAS,2015-09-13, -1.5,-4,44,1.5,4,45.5,
2015,1,SEA,STL,2015-09-13, -3,-3.5,43,3,3.5,41.5,
2015,1,DET,SD,2015-09-13, 1.5,3.5,45.5,-1.5,-3.5,45.5,
2015,1,NO,ARI,2015-09-13, 2.5,2,47,-2.5,-2,48.5,
2015,1,CIN,OAK,2015-09-13, -3.5,-3,44,3.5,3,43,
2015,1,BAL,DEN,2015-09-13, 4.5,4.5,52,-4.5,-4.5,46.5,
2015,1,TEN,TB,2015-09-13, 3,3,42,-3,-3,40.5,
2015,1,NYG,DAL,2015-09-13, 5,7,49.5,-5,-7,52,
2015,1,PHI,ATL,2015-09-14, -1,-3.5,53,1,3.5,55,
2015,1,MIN,SF,2015-09-14, 4,-2.5,41,-4,2.5,42.5,
2014,1,GB,SEA,2014-09-04, 5.5,4.5,45,-5.5,-4.5,46.5,
2014,1,NO,ATL,2014-09-07, 1.5,-3,52,-1.5,3,51,
2014,1,MIN,STL,2014-09-07, 5.5,3,45,-5.5,-3,43.5,
2014,1,CLE,PIT,2014-09-07, 5,5.5,52,-5,-5.5,41.5,
2014,1,JAC,PHI,2014-09-07, 11,10,52,-11,-10,49,
2014,1,OAK,NYJ,2014-09-07, 4.5,6.5,39.5,-4.5,-6.5,41,
2014,1,CIN,BAL,2014-09-07, 2.5,2.5,43,-2.5,-2.5,43.5,
2014,1,BUF,CHI,2014-09-07, 6,7,49,-6,-7,47,
2014,1,WAS,HOU,2014-09-07, 2.5,3,46,-2.5,-3,43.5,
2014,1,TEN,KC,2014-09-07, 5.5,3,43.5,-5.5,-3,45.5,
2014,1,NE,MIA,2014-09-07, -3.5,-3.5,47,3.5,3.5,47.5,
2014,1,CAR,TB,2014-09-07, -2,5.5,40,2,-5.5,38.5,
2014,1,SF,DAL,2014-09-07, -3.5,-3.5,48,3.5,3.5,49,
2014,1,IND,DEN,2014-09-07, 7,8,55,-7,-8,52.5,
2014,1,NYG,DET,2014-09-08, 4,6.5,45.5,-4,-6.5,45,
2014,1,SD,ARI,2014-09-08, 3,3,44,-3,-3,45.5,
2013,1,BAL,DEN,2013-09-05, 9.5,7.5,49.5,-9.5,-7.5,48.5,
2013,1,NE,BUF,2013-09-08, -10,-10,49,10,10,50.5,
2013,1,TEN,PIT,2013-09-08, 7,6,42,-7,-6,42,
2013,1,TB,NYJ,2013-09-08, -3,-4,39.5,3,4,40,
2013,1,ATL,NO,2013-09-08, 3,3.5,54,-3,-3.5,54.5,
2013,1,KC,JAC,2013-09-08, -3.5,-3.5,41,3.5,3.5,42.5,
2013,1,SEA,CAR,2013-09-08, -3,-3,45,3,3,44.5,
2013,1,CIN,CHI,2013-09-08, 3,3,43,-3,-3,41.5,
2013,1,MIA,CLE,2013-09-08, 0,2.5,41.5,0,-2.5,40.5,
2013,1,MIN,DET,2013-09-08, 4.5,4,46.5,-4.5,-4,46,
2013,1,OAK,IND,2013-09-08, 9.5,11,47,-9.5,-11,45,
2013,1,ARI,STL,2013-09-08, 4.5,3.5,41.5,-4.5,-3.5,42.5,
2013,1,GB,SF,2013-09-08, 4.5,5,48.5,-4.5,-5,47,
2013,1,NYG,DAL,2013-09-08, 3,3.5,48.5,-3,-3.5,49.5,
2013,1,PHI,WAS,2013-09-09, 3.5,4,50.5,-3.5,-4,51,
2013,1,HOU,SD,2013-09-09, -3,-5,44,3,5,44,
2012,1,DAL,NYG,2012-09-05, 3.5,3.5,47,-3.5,-3.5,45.5,
2012,1,IND,CHI,2012-09-09, 11,10,40.5,-11,-10,41.5,
2012,1,NE,TEN,2012-09-09, -7.5,-5,47.5,7.5,5,48,
2012,1,BUF,NYJ,2012-09-09, 4.5,3,42.5,-4.5,-3,39.5,
2012,1,WAS,NO,2012-09-09, 10,8.5,50.5,-10,-8.5,50,
2012,1,JAC,MIN,2012-09-09, 4.5,3.5,38,-4.5,-3.5,38,
2012,1,ATL,KC,2012-09-09, 0,-2.5,41.5,0,2.5,43,
2012,1,PHI,CLE,2012-09-09, -8,-8.5,41.5,8,8.5,42,
2012,1,STL,DET,2012-09-09, 10,9,46.5,-10,-9,46,
2012,1,MIA,HOU,2012-09-09, 7.5,13,43.5,-7.5,-13,41.5,
2012,1,SF,GB,2012-09-09, 7.5,6,45,-7.5,-6,46.5,
2012,1,SEA,ARI,2012-09-09, 0,-2.5,41.5,0,2.5,41,
2012,1,CAR,TB,2012-09-09, -2.5,-3,46.5,2.5,3,45.5,
2012,1,PIT,DEN,2012-09-09, 2.5,2.5,45,-2.5,-2.5,45.5,
2012,1,CIN,BAL,2012-09-10, 7,7,41,-7,-7,43,
2012,1,SD,OAK,2012-09-10, 0,1,47.5,0,-1,47.5,
2011,1,NO,GB,2011-09-08, 4.5,5,46,-4.5,-5,47.5,
2011,1,PIT,BAL,2011-09-11, 2.5,1,37,-2.5,-1,37,
2011,1,DET,TB,2011-09-11, 3,1,40,-3,-1,43.5,
2011,1,ATL,CHI,2011-09-11, -2.5,-2,41,2.5,2,40.5,
2011,1,BUF,KC,2011-09-11, 6.5,4,42,-6.5,-4,38.5,
2011,1,IND,HOU,2011-09-11, 3,9,46.5,-3,-9,44,
2011,1,PHI,STL,2011-09-11, -5,-4,44.5,5,4,44,
2011,1,CIN,CLE,2011-09-11, 4.5,7,37,-4.5,-7,36.5,
2011,1,TEN,JAC,2011-09-11, 3,-1,40,-3,1,38,
2011,1,NYG,WAS,2011-09-11, -3.5,-1,38.5,3.5,1,40.5,
2011,1,CAR,ARI,2011-09-11, 5.5,7,37,-5.5,-7,37.5,
2011,1,SEA,SF,2011-09-11, 5,6,40,-5,-6,38,
2011,1,MIN,SD,2011-09-11, 8.5,9,41,-8.5,-9,43.5,
2011,1,DAL,NYJ,2011-09-11, 4.5,6,41,-4.5,-6,41,
2011,1,NE,MIA,2011-09-12, -5.5,-7,45,5.5,7,45.5,
2011,1,OAK,DEN,2011-09-12, 0,3,41,0,-3,40.5,
2010,1,MIN,NO,2010-09-09, 5.5,5,51.5,-5.5,-5,51.5,
2010,1,CAR,NYG,2010-09-12, 7,6,40,-7,-6,39.5,
2010,1,MIA,BUF,2010-09-12, -1.5,-3,37.5,1.5,3,37,
2010,1,ATL,PIT,2010-09-12, 1,-1,40.5,-1,1,38,
2010,1,DET,CHI,2010-09-12, 7,7,42.5,-7,-7,42.5,
2010,1,CIN,NE,2010-09-12, 5.5,5,44,-5.5,-5,44,
2010,1,CLE,TB,2010-09-12, 1.5,3,36.5,-1.5,-3,36,
2010,1,DEN,JAC,2010-09-12, 1.5,3,41.5,-1.5,-3,40,
2010,1,IND,HOU,2010-09-12, -3,-2,45,3,2,47.5,
2010,1,OAK,TEN,2010-09-12, 7,7,41,-7,-7,41,
2010,1,GB,PHI,2010-09-12, 1,-3,45.5,-1,3,45.5,
2010,1,SF,SEA,2010-09-12, 0,-3,38,0,3,38,
2010,1,ARI,STL,2010-09-12, -3.5,-3,41.5,3.5,3,39.5,
2010,1,DAL,WAS,2010-09-12, -3.5,-4,43,3.5,4,41,
2010,1,BAL,NYJ,2010-09-13, 3,2,37,-3,-2,36.5,
2010,1,SD,KC,2010-09-13, -5.5,-4,44.5,5.5,4,45.5,
2009,1,TEN,PIT,2009-09-10, 5,6,35,-5,-6,35.5,
2009,1,MIA,ATL,2009-09-13, 4,4,43,-4,-4,44,
2009,1,KC,BAL,2009-09-13, 9,13,37.5,-9,-13,36.5,
2009,1,PHI,CAR,2009-09-13, 2,-3,44.5,-2,3,43.5,
2009,1,DEN,CIN,2009-09-13, 0,5,44.5,0,-5,41,
2009,1,MIN,CLE,2009-09-13, -3,-4,39.5,3,4,39.5,
2009,1,NYJ,HOU,2009-09-13, 3.5,5,43,-3.5,-5,44.5,
2009,1,JAC,IND,2009-09-13, 7,6,44.5,-7,-6,45,
2009,1,DET,NO,2009-09-13, 11.5,14,48.5,-11.5,-14,50,
2009,1,DAL,TB,2009-09-13, -3,-6,42,3,6,40,
2009,1,SF,ARI,2009-09-13, 7,5,47,-7,-5,45.5,
2009,1,WAS,NYG,2009-09-13, 6,6,39.5,-6,-6,37,
2009,1,STL,SEA,2009-09-13, 7,7,43,-7,-7,41,
2009,1,CHI,GB,2009-09-13, 3,5,43.5,-3,-5,47,
2009,1,BUF,NE,2009-09-14, 9.5,13,46.5,-9.5,-13,47.5,
2009,1,SD,OAK,2009-09-14, -6.5,-10,44,6.5,10,42.5,
2008,1,WAS,NYG,2008-09-04, 3.5,5,40,-3.5,-5,41,
2008,1,CIN,BAL,2008-09-07, 0,-2,41,0,2,37.5,
2008,1,NYJ,MIA,2008-09-07, -3,-3,36,3,3,37,
2008,1,KC,NE,2008-09-07, 16,17,48,-16,-17,43,
2008,1,HOU,PIT,2008-09-07, 7,6,43.5,-7,-6,43.5,
2008,1,JAC,TEN,2008-09-07, -3,-3,37,3,3,37,
2008,1,DET,ATL,2008-09-07, 0,-3,43,0,3,41,
2008,1,SEA,BUF,2008-09-07, 0,3,39.5,0,-3,37.5,
2008,1,TB,NO,2008-09-07, 3.5,3,43,-3.5,-3,43,
2008,1,STL,PHI,2008-09-07, 7,9,45.5,-7,-9,43.5,
2008,1,DAL,CLE,2008-09-07, -3,-6,48.5,3,6,48,
2008,1,CAR,SD,2008-09-07, 10,9,42.5,-10,-9,41,
2008,1,ARI,SF,2008-09-07, -2.5,-3,41.5,2.5,3,42.5,
2008,1,CHI,IND,2008-09-07, 10,11,44.5,-10,-11,43,
2008,1,MIN,GB,2008-09-08, 3,2,38.5,-3,-2,37,
2008,1,DEN,OAK,2008-09-08, -1,-3,41.5,1,3,40,
2007,1,NO,IND,2007-09-06, 6.5,6,50.5,-6.5,-6,52.5,
2007,1,KC,HOU,2007-09-09, -1,3,38.5,1,-3,37.5,
2007,1,DEN,BUF,2007-09-09, -3,-3,37,3,3,38,
2007,1,PIT,CLE,2007-09-09, -4.5,-5,37.5,4.5,5,36.5,
2007,1,TEN,JAC,2007-09-09, 6.5,8,37.5,-6.5,-8,39.5,
2007,1,CAR,STL,2007-09-09, 1,2,42,-1,-2,43,
2007,1,PHI,GB,2007-09-09, -3,-3,43.5,3,3,41.5,
2007,1,ATL,MIN,2007-09-09, 0,3,36,0,-3,34.5,
2007,1,MIA,WAS,2007-09-09, 3,3,36,-3,-3,34,
2007,1,NE,NYJ,2007-09-09, -6.5,-7,40.5,6.5,7,41.5,
2007,1,TB,SEA,2007-09-09, 6,6,41,-6,-6,40.5,
2007,1,CHI,SD,2007-09-09, 6.5,7,43,-6.5,-7,43,
2007,1,DET,OAK,2007-09-09, 2.5,3,36,-2.5,-3,39.5,
2007,1,NYG,DAL,2007-09-09, 4,6,44,-4,-6,44,
2007,1,BAL,CIN,2007-09-10, 3,3,40,-3,-3,39.5,
2007,1,ARI,SF,2007-09-10, 3.5,4,45,-3.5,-4,47,
2018,2,BAL,CIN,2018-09-13, 0,1,43.5,0,-1,43,
2018,2,CAR,ATL,2018-09-16, 5.5,5.5,44,-5.5,-5.5,44,
2018,2,CLE,NO,2018-09-16, 7.5,10,48,-7.5,-10,51,
2018,2,HOU,TEN,2018-09-16, -1.5,-3.5,45,1.5,3.5,41,
2018,2,IND,WAS,2018-09-16, 5,6,47,-5,-6,48,
2018,2,KC,PIT,2018-09-16, 5,4.5,49.5,-5,-4.5,52,
2018,2,LAC,BUF,2018-09-16, -8,-7.5,44,8,7.5,41.5,
2018,2,MIA,NYJ,2018-09-16, 0,3,44,0,-3,43,
2018,2,MIN,GB,2018-09-16, 2,-2,45,-2,2,45,
2018,2,PHI,TB,2018-09-16, -3,-3,44,3,3,46.5,
2018,2,ARI,LAR,2018-09-16, 10.5,13.5,46.5,-10.5,-13.5,43.5,
2018,2,DET,SF,2018-09-16, 3,6,47.5,-3,-6,48.5,
2018,2,OAK,DEN,2018-09-16, 4.5,5.5,45,-4.5,-5.5,44.5,
2018,2,NE,JAC,2018-09-16, -1.5,-2,45,1.5,2,44.5,
2018,2,NYG,DAL,2018-09-16, 3.5,3,43,-3.5,-3,42,
2018,2,SEA,CHI,2018-09-17, 3,5,43.5,-3,-5,42.5,
2017,2,HOU,CIN,2017-09-14, 3,5.5,38.5,-3,-5.5,38,
2017,2,MIN,PIT,2017-09-17, 7,8.5,45,-7,-8.5,43,
2017,2,CLE,BAL,2017-09-17, 7.5,7.5,41,-7.5,-7.5,39.5,
2017,2,CHI,TB,2017-09-17, 6.5,7,43,-6.5,-7,44,
2017,2,BUF,CAR,2017-09-17, 7,6.5,42.5,-7,-6.5,43,
2017,2,ARI,IND,2017-09-17, -7,-7,44,7,7,44,
2017,2,TEN,JAC,2017-09-17, 0,-1,44,0,1,42,
2017,2,PHI,KC,2017-09-17, 4.5,4,48,-4.5,-4,46.5,
2017,2,NE,NO,2017-09-17, -4.5,-5.5,54,4.5,5.5,55,
2017,2,NYJ,OAK,2017-09-17, 14,14,43.5,-14,-14,44,
2017,2,MIA,LAC,2017-09-17, 5,3.5,45,-5,-3.5,46.5,
2017,2,DAL,DEN,2017-09-17, -2,-2.5,43,2,2.5,44,
2017,2,WAS,LAR,2017-09-17, 3,3,46,-3,-3,45.5,
2017,2,SF,SEA,2017-09-17, 12,13.5,43,-12,-13.5,42,
2017,2,GB,ATL,2017-09-17, 2,3.5,53.5,-2,-3.5,55,
2017,2,DET,NYG,2017-09-18, 4.5,3,43.5,-4.5,-3,42,
2016,2,NYJ,BUF,2016-09-15, 3,1.5,42.5,-3,-1.5,40.5,
2016,2,NO,NYG,2016-09-18, 5.5,3.5,52,-5.5,-3.5,54,
2016,2,KC,HOU,2016-09-18, 2,-1,43.5,-2,1,41.5,
2016,2,CIN,PIT,2016-09-18, 3,3,48,-3,-3,48,
2016,2,DAL,WAS,2016-09-18, 3,3.5,46.5,-3,-3.5,47,
2016,2,MIA,NE,2016-09-18, 5.5,5.5,42.5,-5.5,-5.5,42,
2016,2,TEN,DET,2016-09-18, 5,6,46.5,-5,-6,48,
2016,2,BAL,CLE,2016-09-18, -4.5,-4,43,4.5,4,42,
2016,2,SF,CAR,2016-09-18, 7,12,45,-7,-12,44.5,
2016,2,TB,ARI,2016-09-18, 7,7.5,50,-7,-7.5,49.5,
2016,2,SEA,LA,2016-09-18, -7,-5.5,38.5,7,5.5,38,
2016,2,IND,DEN,2016-09-18, 4,5,45,-4,-5,47,
2016,2,JAC,SD,2016-09-18, 2.5,3,47,-2.5,-3,47.5,
2016,2,ATL,OAK,2016-09-18, 7,4,48,-7,-4,47.5,
2016,2,GB,MIN,2016-09-18, -2.5,-1.5,44.5,2.5,1.5,43,
2016,2,PHI,CHI,2016-09-19, 2.5,3,42.5,-2.5,-3,42.5,
2015,2,DEN,KC,2015-09-17, 2.5,3,44.5,-2.5,-3,42,
2015,2,DET,MIN,2015-09-20, 3,2.5,44,-3,-2.5,44,
2015,2,ARI,CHI,2015-09-20, -1.5,-2,44.5,1.5,2,45.5,
2015,2,TEN,CLE,2015-09-20, 2.5,1,41.5,-2.5,-1,41,
2015,2,NE,BUF,2015-09-20, 0,2,45.5,0,-2,45,
2015,2,HOU,CAR,2015-09-20, 4,3,40.5,-4,-3,41,
2015,2,SF,PIT,2015-09-20, 6.5,6,44,-6.5,-6,46,
2015,2,SD,CIN,2015-09-20, 3.5,3.5,45.5,-3.5,-3.5,47.5,
2015,2,STL,WAS,2015-09-20, -3,-3,42,3,3,41,
2015,2,ATL,NYG,2015-09-20, 2,2,51,-2,-2,49.5,
2015,2,TB,NO,2015-09-20, 10.5,9.5,48.5,-10.5,-9.5,47,
2015,2,BAL,OAK,2015-09-20, -6,-6,43,6,6,42,
2015,2,MIA,JAC,2015-09-20, -6,-5,41.5,6,5,42.5,
2015,2,DAL,PHI,2015-09-20, 5,7,55,-5,-7,53,
2015,2,SEA,GB,2015-09-20, 3,3.5,49,-3,-3.5,49,
2015,2,NYJ,IND,2015-09-21, 7,6,47,-7,-6,45.5,
2014,2,PIT,BAL,2014-09-11, 3,2.5,43.5,-3,-2.5,44,
2014,2,MIA,BUF,2014-09-14, 1,1,44.5,-1,-1,43,
2014,2,JAC,WAS,2014-09-14, 6.5,5,45,-6.5,-5,43,
2014,2,DAL,TEN,2014-09-14, 3.5,3,47.5,-3.5,-3,49.5,
2014,2,ARI,NYG,2014-09-14, 1.5,1,45.5,-1.5,-1,41.5,
2014,2,NE,MIN,2014-09-14, -3,-3.5,49,3,3.5,49,
2014,2,NO,CLE,2014-09-14, -6,-4.5,47.5,6,4.5,49.5,
2014,2,ATL,CIN,2014-09-14, 5.5,5.5,48,-5.5,-5.5,48.5,
2014,2,DET,CAR,2014-09-14, 3,1,43.5,-3,-1,43.5,
2014,2,STL,TB,2014-09-14, 3.5,4,38,-3.5,-4,37.5,
2014,2,SEA,SD,2014-09-14, -4,-4.5,40,4,4.5,45,
2014,2,HOU,OAK,2014-09-14, -2.5,-3,40,2.5,3,41,
2014,2,NYJ,GB,2014-09-14, 7.5,7,46,-7.5,-7,46.5,
2014,2,KC,DEN,2014-09-14, 12,13,52,-12,-13,49,
2014,2,CHI,SF,2014-09-14, 6.5,7,48,-6.5,-7,47,
2014,2,PHI,IND,2014-09-15, 3,3,52.5,-3,-3,53.5,
2013,2,NYJ,NE,2013-09-12, 11.5,10.5,44.5,-11.5,-10.5,43,
2013,2,STL,ATL,2013-09-15, 6,4,47,-6,-4,47.5,
2013,2,SD,PHI,2013-09-15, 9.5,7.5,53,-9.5,-7.5,51,
2013,2,DAL,KC,2013-09-15, 1,3,46.5,-1,-3,45,
2013,2,MIA,IND,2013-09-15, 3,1,42.5,-3,-1,43.5,
2013,2,TEN,HOU,2013-09-15, 10,7.5,42.5,-10,-7.5,42.5,
2013,2,WAS,GB,2013-09-15, 9.5,9,49.5,-9.5,-9,48.5,
2013,2,CLE,BAL,2013-09-15, 6.5,5.5,42.5,-6.5,-5.5,43.5,
2013,2,CAR,BUF,2013-09-15, -3,-3.5,45,3,3.5,43.5,
2013,2,MIN,CHI,2013-09-15, 6.5,6,40.5,-6.5,-6,41,
2013,2,NO,TB,2013-09-15, -3,-3,46,3,3,48.5,
2013,2,DET,ARI,2013-09-15, 0,-1,48,0,1,47.5,
2013,2,JAC,OAK,2013-09-15, 6,3.5,39.5,-6,-3.5,40.5,
2013,2,DEN,NYG,2013-09-15, -5.5,-3.5,54.5,5.5,3.5,52.5,
2013,2,SF,SEA,2013-09-15, 3,3,45.5,-3,-3,43.5,
2013,2,PIT,CIN,2013-09-16, 6,7,40,-6,-7,40,
2012,2,CHI,GB,2012-09-13, 5,5,50,-5,-5,50.5,
2012,2,KC,BUF,2012-09-16, 3.5,3,44.5,-3.5,-3,45,
2012,2,BAL,PHI,2012-09-16, 1,3,44,-1,-3,46.5,
2012,2,TB,NYG,2012-09-16, 9,9,44,-9,-9,43.5,
2012,2,ARI,NE,2012-09-16, 14.5,13,48.5,-14.5,-13,47,
2012,2,HOU,JAC,2012-09-16, -9,-6.5,41,9,6.5,40,
2012,2,MIN,IND,2012-09-16, 0,-3,44,0,3,45.5,
2012,2,CLE,CIN,2012-09-16, 8,7,40,-8,-7,39.5,
2012,2,NO,CAR,2012-09-16, -2.5,-3,50.5,2.5,3,53,
2012,2,OAK,MIA,2012-09-16, -1,-1,39.5,1,1,41,
2012,2,WAS,STL,2012-09-16, -3,-3.5,45.5,3,3.5,42.5,
2012,2,DAL,SEA,2012-09-16, -2.5,-3,42.5,2.5,3,43,
2012,2,TEN,SD,2012-09-16, 7,6.5,44,-7,-6.5,43.5,
2012,2,NYJ,PIT,2012-09-16, 7,4.5,41.5,-7,-4.5,43,
2012,2,DET,SF,2012-09-16, 7,7,46,-7,-7,46,
2012,2,DEN,ATL,2012-09-17, 3.5,3,49,-3.5,-3,50,
2011,2,CHI,NO,2011-09-18, 6.5,5,47,-6.5,-5,46.5,
2011,2,KC,DET,2011-09-18, 8.5,8,44,-8.5,-8,45,
2011,2,JAC,NYJ,2011-09-18, 10,9,37.5,-10,-9,38,
2011,2,OAK,BUF,2011-09-18, 4,4,41.5,-4,-4,40.5,
2011,2,ARI,WAS,2011-09-18, 4.5,5,42.5,-4.5,-5,44.5,
2011,2,BAL,TEN,2011-09-18, -6,-6,37.5,6,6,39.5,
2011,2,SEA,PIT,2011-09-18, 13.5,14,38.5,-13.5,-14,39.5,
2011,2,GB,CAR,2011-09-18, -10.5,-11,45.5,10.5,11,45.5,
2011,2,TB,MIN,2011-09-18, 3,0,41,-3,0,41,
2011,2,CLE,IND,2011-09-18, -3,-2,37,3,2,39.5,
2011,2,DAL,SF,2011-09-18, -3,-3,41.5,3,3,41,
2011,2,HOU,MIA,2011-09-18, -3,-3,46,3,3,46.5,
2011,2,SD,NE,2011-09-18, 6.5,6,51.5,-6.5,-6,53.5,
2011,2,CIN,DEN,2011-09-18, 6,3,39.5,-6,-3,40.5,
2011,2,PHI,ATL,2011-09-18, -2.5,-3,49.5,2.5,3,49.5,
2011,2,STL,NYG,2011-09-19, 3.5,7,43,-3.5,-7,43.5,
2010,2,KC,CLE,2010-09-19, 2.5,3,38.5,-2.5,-3,38,
2010,2,BUF,GB,2010-09-19, 14,13,43.5,-14,-13,43,
2010,2,BAL,CIN,2010-09-19, 0,-3,38.5,0,3,39,
2010,2,PIT,TEN,2010-09-19, 5.5,6,38.5,-5.5,-6,36.5,
2010,2,PHI,DET,2010-09-19, -3,-7,41.5,3,7,41,
2010,2,CHI,DAL,2010-09-19, 9.5,7,41,-9.5,-7,41,
2010,2,TB,CAR,2010-09-19, 3,4,39,-3,-4,38,
2010,2,ARI,ATL,2010-09-19, 7.5,7,41.5,-7.5,-7,43,
2010,2,MIA,MIN,2010-09-19, 5.5,6,41,-5.5,-6,40.5,
2010,2,STL,OAK,2010-09-19, 4,3,38.5,-4,-3,37.5,
2010,2,SEA,DEN,2010-09-19, 3.5,3,39.5,-3.5,-3,41,
2010,2,HOU,WAS,2010-09-19, -2.5,-3,44.5,2.5,3,43,
2010,2,JAC,SD,2010-09-19, 9.5,7,45.5,-9.5,-7,45.5,
2010,2,NE,NYJ,2010-09-19, 0,-3,38,0,3,39.5,
2010,2,NYG,IND,2010-09-19, 5.5,4,48.5,-5.5,-4,47.5,
2010,2,NO,SF,2010-09-20, -4.5,-5,44.5,4.5,5,43.5,
2009,2,OAK,KC,2009-09-20, 3.5,3,41,-3.5,-3,38.5,
2009,2,HOU,TEN,2009-09-20, 8,7,41.5,-8,-7,41,
2009,2,NE,NYJ,2009-09-20, -5,-3,47.5,5,3,46,
2009,2,CIN,GB,2009-09-20, 9,10,43.5,-9,-10,42,
2009,2,MIN,DET,2009-09-20, -10.5,-10,47.5,10.5,10,45,
2009,2,NO,PHI,2009-09-20, 0,0,47,0,0,46,
2009,2,CAR,ATL,2009-09-20, 7,6,43.5,-7,-6,42,
2009,2,STL,WAS,2009-09-20, 10,10,37,-10,-10,37,
2009,2,ARI,JAC,2009-09-20, 4.5,3,43.5,-4.5,-3,42.5,
2009,2,SEA,SF,2009-09-20, 0,2,40.5,0,-2,39.5,
2009,2,TB,BUF,2009-09-20, 4.5,6,42,-4.5,-6,42,
2009,2,CLE,DEN,2009-09-20, 3,3,39.5,-3,-3,39,
