Season,Week,Away,Home,Date,Road Open Spread,Road Close Spread,Opening Total,Home Open Spread,Home Close Spread,Closing Total,
2011,16,ARI,CIN,2011-12-24, 4.5,3.5,40.5,-4.5,-3.5,41,
2011,16,MIN,WAS,2011-12-24, 6,6,44,-6,-6,43,
2011,16,DEN,BUF,2011-12-24, -3,-3,40,3,3,43.5,
2011,16,STL,PIT,2011-12-24, 16,10,37.5,-16,-10,33.5,
2011,16,NYG,NYJ,2011-12-24, 3,1.5,47,-3,-1.5,45.5,
2011,16,TB,CAR,2011-12-24, 7,9,48,-7,-9,48.5,
2011,16,JAC,TEN,2011-12-24, 9.5,8.5,40,-9.5,-8.5,38.5,
2011,16,OAK,KC,2011-12-24, 1,3,42,-1,-3,43,
2011,16,SD,DET,2011-12-24, 1.5,-1,50.5,-1.5,1,52.5,
2011,16,PHI,DAL,2011-12-24, 3,-1.5,50.5,-3,1.5,49.5,
2011,16,SF,SEA,2011-12-24, -1.5,-1.5,38,1.5,1.5,36.5,
2011,16,CHI,GB,2011-12-25, 12.5,13,45,-12.5,-13,41.5,
2011,16,ATL,NO,2011-12-26, 6.5,7,53,-6.5,-7,53,
2010,16,CAR,PIT,2010-12-23, 14,14,37,-14,-14,37.5,
2010,16,DAL,ARI,2010-12-25, -5.5,-7,45,5.5,7,45,
2010,16,DET,MIA,2010-12-26, 3.5,4,41,-3.5,-4,41,
2010,16,WAS,JAC,2010-12-26, 7,7,45,-7,-7,45.5,
2010,16,SF,STL,2010-12-26, 1,3,39.5,-1,-3,40,
2010,16,NE,BUF,2010-12-26, -9,-7,44,9,7,46,
2010,16,NYJ,CHI,2010-12-26, 0,3,36,0,-3,36,
2010,16,BAL,CLE,2010-12-26, -3,-3,39,3,3,39.5,
2010,16,TEN,KC,2010-12-26, 5,4,41.5,-5,-4,42.5,
2010,16,IND,OAK,2010-12-26, -3,-3,47,3,3,46,
2010,16,HOU,DEN,2010-12-26, -2.5,-2,49,2.5,2,49.5,
2010,16,SD,CIN,2010-12-26, -8.5,-8,44.5,8.5,8,43.5,
2010,16,SEA,TB,2010-12-26, 6,6,42.5,-6,-6,43.5,
2010,16,NYG,GB,2010-12-26, 3,3,43,-3,-3,43,
2010,16,NO,ATL,2010-12-27, 1,2,47.5,-1,-2,50,
2010,16,MIN,PHI,2010-12-28, 15,15,41.5,-15,-15,44,
2009,16,SD,TEN,2009-12-25, 2.5,2,47.5,-2.5,-2,47.5,
2009,16,SEA,GB,2009-12-27, 15,14,41,-15,-14,43.5,
2009,16,OAK,CLE,2009-12-27, 3,3,37.5,-3,-3,37,
2009,16,KC,CIN,2009-12-27, 14.5,14,40,-14.5,-14,39.5,
2009,16,BUF,ATL,2009-12-27, 9.5,8,41,-9.5,-8,40.5,
2009,16,HOU,MIA,2009-12-27, 2.5,2,45.5,-2.5,-2,47,
2009,16,CAR,NYG,2009-12-27, 7,8,42.5,-7,-8,43,
2009,16,TB,NO,2009-12-27, 15.5,14,50,-15.5,-14,48.5,
2009,16,JAC,NE,2009-12-27, 9.5,9,43,-9.5,-9,44.5,
2009,16,BAL,PIT,2009-12-27, 1,3,39,-1,-3,43,
2009,16,STL,ARI,2009-12-27, 15.5,17,44,-15.5,-17,44,
2009,16,DET,SF,2009-12-27, 12,15,41.5,-12,-15,41,
2009,16,DEN,PHI,2009-12-27, 9,7,41,-9,-7,43,
2009,16,NYJ,IND,2009-12-27, 7,3,41,-7,-3,40.5,
2009,16,DAL,WAS,2009-12-27, -7,-7,42,7,7,42,
2009,16,MIN,CHI,2009-12-28, -7.5,-8,41,7.5,8,41,
2008,16,IND,JAC,2008-12-18, -7.5,-5,45,7.5,5,43.5,
2008,16,BAL,DAL,2008-12-20, 5,6,39.5,-5,-6,39.5,
2008,16,PIT,TEN,2008-12-21, 1,-3,34.5,-1,3,34,
2008,16,MIA,KC,2008-12-21, -4,-3,41,4,3,37.5,
2008,16,ARI,NE,2008-12-21, 9,8,44.5,-9,-8,41,
2008,16,CIN,CLE,2008-12-21, 3,3,3.5,-3,-3,31,
2008,16,SF,STL,2008-12-21, -4.5,-3,44.5,4.5,3,42,
2008,16,NO,DET,2008-12-21, -7.5,-7,50,7.5,7,50.5,
2008,16,SD,TB,2008-12-21, 3,5,42.5,-3,-5,42,
2008,16,NYJ,SEA,2008-12-21, -4.5,-4,44,4.5,4,41,
2008,16,HOU,OAK,2008-12-21, -7.5,-7,44,7.5,7,43,
2008,16,BUF,DEN,2008-12-21, 7,7,44.5,-7,-7,46,
2008,16,PHI,WAS,2008-12-21, -5,-6,38.5,5,6,37.5,
2008,16,ATL,MIN,2008-12-21, 3,3,46,-3,-3,43,
2008,16,CAR,NYG,2008-12-21, 3,4,40,-3,-4,38,
2008,16,GB,CHI,2008-12-22, 4.5,4,43,-4.5,-4,40.5,
2007,16,PIT,STL,2007-12-20, -9,-8,45.5,9,8,43,
2007,16,DAL,CAR,2007-12-22, -13,-11,44,13,11,42.5,
2007,16,CLE,CIN,2007-12-23, -3,-2,46,3,2,43,
2007,16,GB,CHI,2007-12-23, -10,-8,39,10,8,32,
2007,16,HOU,IND,2007-12-23, 9,7,47.5,-9,-7,44.5,
2007,16,KC,DET,2007-12-23, 4.5,6,42.5,-4.5,-6,43.5,
2007,16,NYG,BUF,2007-12-23, -3,-2,34.5,3,2,32,
2007,16,OAK,JAC,2007-12-23, 14,14,39.5,-14,-14,40,
2007,16,PHI,NO,2007-12-23, 3,3,46,-3,-3,47.5,
2007,16,ATL,ARI,2007-12-23, 11,11,43.5,-11,-11,44,
2007,16,TB,SF,2007-12-23, -7.5,-7,37,7.5,7,36.5,
2007,16,MIA,NE,2007-12-23, 23,23,45.5,-23,-23,45,
2007,16,BAL,SEA,2007-12-23, 12,13,39,-12,-13,39,
2007,16,NYJ,TEN,2007-12-23, 10,8,37.5,-10,-8,37,
2007,16,WAS,MIN,2007-12-23, 7.5,6,41,-7.5,-6,40.5,
2007,16,DEN,SD,2007-12-24, 10,9,47,-10,-9,47,
2018,17,CLE,BAL,2018-12-30, 6.5,7,41,-6.5,-7,41,
2018,17,MIA,BUF,2018-12-30, 3.5,5.5,38.5,-3.5,-5.5,39.5,
2018,17,DET,GB,2018-12-30, 8,7.5,44,-8,-7.5,44.5,
2018,17,JAC,HOU,2018-12-30, 8.5,7,40.5,-8.5,-7,39.5,
2018,17,OAK,KC,2018-12-30, 13.5,14.5,54,-13.5,-14.5,54,
2018,17,CHI,MIN,2018-12-30, 3,6,41,-3,-6,39.5,
2018,17,NYJ,NE,2018-12-30, 14,14,47.5,-14,-14,47,
2018,17,CAR,NO,2018-12-30, 8.5,8,45,-8.5,-8,42,
2018,17,DAL,NYG,2018-12-30, 6,7.5,42.5,-6,-7.5,38.5,
2018,17,CIN,PIT,2018-12-30, 16.5,14,47.5,-16.5,-14,45.5,
2018,17,ATL,TB,2018-12-30, 0,-2.5,49.5,0,2.5,52,
2018,17,IND,TEN,2018-12-30, -2.5,-5,44,2.5,5,42.5,
2018,17,PHI,WAS,2018-12-30, -7,-6,40.5,7,6,43,
2018,17,LAC,DEN,2018-12-30, -6.5,-7,41.5,6.5,7,43.5,
2018,17,SF,LAR,2018-12-30, 6,10.5,50,-6,-10.5,50.5,
2018,17,ARI,SEA,2018-12-30, 13.5,15.5,38.5,-13.5,-15.5,39.5,
2017,17,BUF,MIA,2017-12-31, -2.5,-2.5,41.5,2.5,2.5,42.5,
2017,17,CHI,MIN,2017-12-31, 12.5,13.5,38,-12.5,-13.5,39.5,
2017,17,NYJ,NE,2017-12-31, 16,17,43.5,-16,-17,46,
2017,17,WAS,NYG,2017-12-31, -3.5,-5,41,3.5,5,38.5,
2017,17,CIN,BAL,2017-12-31, 10,8,40,-10,-8,40.5,
2017,17,CLE,PIT,2017-12-31, 14.5,5,38.5,-14.5,-5,41,
2017,17,NO,TB,2017-12-31, -7.5,-6,49,7.5,6,50.5,
2017,17,JAC,TEN,2017-12-31, 5.5,2.5,40,-5.5,-2.5,41,
2017,17,CAR,ATL,2017-12-31, 3,5,44.5,-3,-5,47,
2017,17,GB,DET,2017-12-31, 7.5,7.5,45,-7.5,-7.5,42.5,
2017,17,HOU,IND,2017-12-31, 0,5.5,42,0,-5.5,43,
2017,17,DAL,PHI,2017-12-31, 1,-3.5,41,-1,3.5,43,
2017,17,ARI,SEA,2017-12-31, 7.5,8,38,-7.5,-8,40.5,
2017,17,KC,DEN,2017-12-31, 2.5,3,37.5,-2.5,-3,39,
2017,17,SF,LAR,2017-12-31, 6.5,-6.5,44.5,-6.5,6.5,44,
2017,17,OAK,LAC,2017-12-31, 9,7,43,-9,-7,43.5,
2016,17,NO,ATL,2017-01-01, 6.5,7.5,55.5,-6.5,-7.5,58.5,
2016,17,CHI,MIN,2017-01-01, 6.5,6,41,-6.5,-6,44,
2016,17,JAC,IND,2017-01-01, 6,5.5,49,-6,-5.5,48.5,
2016,17,DAL,PHI,2017-01-01, 3.5,6.5,43,-3.5,-6.5,44,
2016,17,GB,DET,2017-01-01, -3.5,-3.5,48,3.5,3.5,50,
2016,17,NE,MIA,2017-01-01, -7.5,-7.5,44.5,7.5,7.5,47,
2016,17,BUF,NYJ,2017-01-01, -6,-3.5,45,6,3.5,43,
2016,17,CAR,TB,2017-01-01, 4,3.5,47.5,-4,-3.5,44.5,
2016,17,NYG,WAS,2017-01-01, 7.5,10,44,-7.5,-10,47.5,
2016,17,HOU,TEN,2017-01-01, 3,3,40.5,-3,-3,41.5,
2016,17,BAL,CIN,2017-01-01, 2.5,-2.5,41,-2.5,2.5,40.5,
2016,17,CLE,PIT,2017-01-01, 10.5,3.5,44.5,-10.5,-3.5,41.5,
2016,17,KC,SD,2017-01-01, -4,-5.5,45,4,5.5,45,
2016,17,OAK,DEN,2017-01-01, 3.5,1,41.5,-3.5,-1,40,
2016,17,SEA,SF,2017-01-01, -9.5,-11.5,44,9.5,11.5,44.5,
2016,17,ARI,LA,2017-01-01, -7,-7,40.5,7,7,39,
2015,17,NO,ATL,2016-01-03, 4,6,53,-4,-6,53.5,
2015,17,NYJ,BUF,2016-01-03, -1.5,-2.5,43.5,1.5,2.5,41,
2015,17,WAS,DAL,2016-01-03, 3.5,3,39.5,-3.5,-3,41,
2015,17,TEN,IND,2016-01-03, 2.5,3.5,41,-2.5,-3.5,39,
2015,17,TB,CAR,2016-01-03, 11,10,47,-11,-10,44,
2015,17,DET,CHI,2016-01-03, 1.5,-2.5,46,-1.5,2.5,45,
2015,17,PIT,CLE,2016-01-03, -10,-13,47,10,13,47,
2015,17,MIN,GB,2016-01-03, 3,3,47,-3,-3,44,
2015,17,OAK,KC,2016-01-03, 7,6.5,44.5,-7,-6.5,43.5,
2015,17,NE,MIA,2016-01-03, -10.5,-10,47.5,10.5,10,46.5,
2015,17,PHI,NYG,2016-01-03, 3.5,4,51.5,-3.5,-4,51,
2015,17,BAL,CIN,2016-01-03, 7.5,10,43,-7.5,-10,40.5,
2015,17,JAC,HOU,2016-01-03, 6,5,45,-6,-5,45,
2015,17,SEA,ARI,2016-01-03, 3.5,6,47.5,-3.5,-6,46.5,
2015,17,SD,DEN,2016-01-03, 7.5,10,41,-7.5,-10,42,
2015,17,STL,SF,2016-01-03, -3.5,-3,37.5,3.5,3,39,
2014,17,CAR,ATL,2014-12-28, 3,2.5,47.5,-3,-2.5,48,
2014,17,CLE,BAL,2014-12-28, 8.5,14,42.5,-8.5,-14,40,
2014,17,DAL,WAS,2014-12-28, -6.5,-6,49,6.5,6,47.5,
2014,17,IND,TEN,2014-12-28, -7.5,-7.5,47,7.5,7.5,46.5,
2014,17,DET,GB,2014-12-28, 7.5,9,48,-7.5,-9,46.5,
2014,17,JAC,HOU,2014-12-28, 10,8.5,40.5,-10,-8.5,38.5,
2014,17,SD,KC,2014-12-28, 3,3,42.5,-3,-3,42.5,
2014,17,NYJ,MIA,2014-12-28, 5,7,42,-5,-7,41,
2014,17,CHI,MIN,2014-12-28, 7.5,7,44,-7.5,-7,47,
2014,17,BUF,NE,2014-12-28, 10.5,4.5,43.5,-10.5,-4.5,43.5,
2014,17,PHI,NYG,2014-12-28, 2.5,-1,51.5,-2.5,1,51.5,
2014,17,CIN,PIT,2014-12-28, 3.5,3,48,-3.5,-3,48,
2014,17,NO,TB,2014-12-28, -4,-6,46.5,4,6,47,
2014,17,OAK,DEN,2014-12-28, 14.5,16.5,47.5,-14.5,-16.5,49,
2014,17,ARI,SF,2014-12-28, 4.5,6,36.5,-4.5,-6,38,
2014,17,STL,SEA,2014-12-28, 13,11,41,-13,-11,41.5,
2013,17,CAR,ATL,2013-12-29, -7,-5.5,45.5,7,5.5,46.5,
2013,17,GB,CHI,2013-12-29, -3,-3,53,3,3,51,
2013,17,HOU,TEN,2013-12-29, 6,7,44,-6,-7,44.5,
2013,17,CLE,PIT,2013-12-29, 6.5,9.5,44,-6.5,-9.5,44.5,
2013,17,WAS,NYG,2013-12-29, 3.5,3.5,45.5,-3.5,-3.5,44,
2013,17,BAL,CIN,2013-12-29, 5.5,6.5,44.5,-5.5,-6.5,43,
2013,17,PHI,DAL,2013-12-29, -2.5,-7.5,55.5,2.5,7.5,54,
2013,17,JAC,IND,2013-12-29, 11.5,11,45.5,-11.5,-11,45,
2013,17,NYJ,MIA,2013-12-29, 6,7.5,41,-6,-7.5,41,
2013,17,DET,MIN,2013-12-29, 3,-2.5,52,-3,2.5,50,
2013,17,BUF,NE,2013-12-29, 8.5,7.5,47,-8.5,-7.5,46.5,
2013,17,TB,NO,2013-12-29, 13,11,47,-13,-11,47,
2013,17,DEN,OAK,2013-12-29, -13,-10,53.5,13,10,53.5,
2013,17,SF,ARI,2013-12-29, -2,3,42,2,-3,41,
2013,17,KC,SD,2013-12-29, 9.5,15.5,45,-9.5,-15.5,45,
2013,17,STL,SEA,2013-12-29, 10,13,43,-10,-13,41,
2012,17,TB,ATL,2012-12-30, 5,3.5,45.5,-5,-3.5,45.5,
2012,17,NYJ,BUF,2012-12-30, 3,3.5,41,-3,-3.5,39,
2012,17,DAL,WAS,2012-12-30, 3.5,3.5,50,-3.5,-3.5,50,
2012,17,JAC,TEN,2012-12-30, -4,4,41.5,-4,-4,41.5,
2012,17,CLE,PIT,2012-12-30, 11,11,34.5,-11,-11,34.5,
2012,17,BAL,CIN,2012-12-30, 3.5,1,41,-3.5,-1,41,
2012,17,CHI,DET,2012-12-30, -3.5,-3.5,44.5,3.5,3.5,44.5,
2012,17,HOU,IND,2012-12-30, -4,-7,41.5,4,7,47,
2012,17,GB,MIN,2012-12-30, -3,-3.5,47,3,3.5,45.5,
2012,17,MIA,NE,2012-12-30, 11,10,49.5,-11,-10,46,
2012,17,CAR,NO,2012-12-30, 4,5,54,-4,-5,54,
2012,17,PHI,NYG,2012-12-30, 9.5,7,47,-9.5,-7,45.5,
2012,17,OAK,SD,2012-12-30, 10,10,39,-10,-10,39,
2012,17,KC,DEN,2012-12-30, 16,16,42,-16,-16,42,
2012,17,ARI,SF,2012-12-30, 14.5,16.5,39.5,-14.5,-16.5,39.5,
2012,17,STL,SEA,2012-12-30, 10.5,10.5,41,-10.5,-10.5,42.5,
2011,17,WAS,PHI,2012-01-01, 10,7,46,-10,-7,44,
2011,17,NYJ,MIA,2012-01-01, 1,1.5,42,-1,-1.5,38,
2011,17,CAR,NO,2012-01-01, 9.5,7,55,-9.5,-7,54.5,
2011,17,DET,GB,2012-01-01, -3.5,-6.5,46.5,3.5,6.5,41.5,
2011,17,SF,STL,2012-01-01, -10.5,-12.5,35.5,10.5,12.5,35.5,
2011,17,IND,JAC,2012-01-01, 5,3,37,-5,-3,36.5,
2011,17,BUF,NE,2012-01-01, 13,10,51.5,-13,-10,49.5,
2011,17,TEN,HOU,2012-01-01, -1,-1,41,1,1,38.5,
2011,17,CHI,MIN,2012-01-01, -1,1.5,39,1,-1.5,41.5,
2011,17,PIT,CLE,2012-01-01, -7,-7,37,7,7,33,
2011,17,BAL,CIN,2012-01-01, -3,-2.5,39.5,3,2.5,37.5,
2011,17,TB,ATL,2012-01-01, 13.5,9.5,47,-13.5,-9.5,45.5,
2011,17,KC,DEN,2012-01-01, 3.5,1,36.5,-3.5,-1,37,
2011,17,SD,OAK,2012-01-01, 3,2.5,49,-3,-2.5,50.5,
2011,17,SEA,ARI,2012-01-01, 3,2.5,41,-3,-2.5,40.5,
2011,17,DAL,NYG,2012-01-01, 1,3,46.5,-1,-3,48,
2010,17,OAK,KC,2011-01-02, 4,5,43.5,-4,-5,43.5,
2010,17,MIA,NE,2011-01-02, 3,4,42.5,-3,-4,44,
2010,17,PIT,CLE,2011-01-02, -7,-6,38,7,6,38,
2010,17,CIN,BAL,2011-01-02, 10.5,10,43,-10.5,-10,43,
2010,17,MIN,DET,2011-01-02, 3,4,42,-3,-4,43.5,
2010,17,BUF,NYJ,2011-01-02, 1,0,39.5,-1,0,38,
2010,17,CAR,ATL,2011-01-02, 15.5,14,41,-15.5,-14,41,
2010,17,TB,NO,2011-01-02, 9.5,7,48,-9.5,-7,46.5,
2010,17,TEN,IND,2011-01-02, 9.5,9,47.5,-9.5,-9,47.5,
2010,17,JAC,HOU,2011-01-02, -1,4,49.5,1,-4,47.5,
2010,17,NYG,WAS,2011-01-02, -4,-4,44.5,4,4,44.5,
2010,17,CHI,GB,2011-01-02, 11,12,41.5,-11,-12,43.5,
2010,17,DAL,PHI,2011-01-02, 2.5,-2,43,-2.5,2,43,
2010,17,ARI,SF,2011-01-02, 7,6,38,-7,-6,39.5,
2010,17,SD,DEN,2011-01-02, -3.5,-6,47.5,3.5,6,47.5,
2010,17,STL,SEA,2011-01-02, 0,-3,43,0,3,42.5,
2009,17,IND,BUF,2010-01-03, 9,8,36.5,-9,-8,32.5,
2009,17,NO,CAR,2010-01-03, 8,10,42.5,-8,-10,41,
2009,17,JAC,CLE,2010-01-03, 3,2,38.5,-3,-2,35.5,
2009,17,CHI,DET,2010-01-03, -3,-5,45,3,5,44,
2009,17,NE,HOU,2010-01-03, 8,9,45.5,-8,-9,46.5,
2009,17,PIT,MIA,2010-01-03, -3,-3,45,3,3,46,
2009,17,NYG,MIN,2010-01-03, 10,9,48,-10,-9,48,
2009,17,SF,STL,2010-01-03, -7.5,-7,40.5,7.5,7,39.5,
2009,17,ATL,TB,2010-01-03, 0,-3,41.5,0,3,41.5,
2009,17,PHI,DAL,2010-01-03, 3,3,48.5,-3,-3,47.5,
2009,17,GB,ARI,2010-01-03, 2.5,3,44,-2.5,-3,42,
2009,17,KC,DEN,2010-01-03, 13.5,9,38,-13.5,-9,38,
2009,17,BAL,OAK,2010-01-03, -11,-10,38,11,10,39,
2009,17,WAS,SD,2010-01-03, 7,3,40.5,-7,-3,39,
2009,17,TEN,SEA,2010-01-03, -5,-6,43.5,5,6,45,
2009,17,CIN,NYJ,2010-01-03, 9.5,10,36.5,-9.5,-10,33.5,
2008,17,OAK,TB,2008-12-28, 14,11,38.5,-14,-11,38.5,
2008,17,DET,GB,2008-12-28, 10,11,43,-10,-11,41,
2008,17,NYG,MIN,2008-12-28, 7,7,42,-7,-7,41,
2008,17,CHI,HOU,2008-12-28, 0,3,46.5,0,-3,46,
2008,17,CAR,NO,2008-12-28, -3,-2,53,3,2,51.5,
2008,17,STL,ATL,2008-12-28, 15,14,44,-15,-14,44,
2008,17,KC,CIN,2008-12-28, 2.5,1,37.5,-2.5,-1,40,
2008,17,TEN,IND,2008-12-28, -3,-3,38,3,3,39.5,
2008,17,CLE,PIT,2008-12-28, 11.5,12,32,-11.5,-12,33.5,
2008,17,NE,BUF,2008-12-28, -7,-6,43,7,6,35,
2008,17,DAL,PHI,2008-12-28, 0,3,43.5,0,-3,40.5,
2008,17,JAC,BAL,2008-12-28, 11.5,11,35.5,-11.5,-11,37.5,
2008,17,MIA,NYJ,2008-12-28, 2.5,3,42,-2.5,-3,43,
2008,17,SEA,ARI,2008-12-28, 3.5,7,45,-3.5,-7,47,
2008,17,WAS,SF,2008-12-28, 3,3,37,-3,-3,37,
2008,17,DEN,SD,2008-12-28, 9,7,50,-9,-7,50,
2007,17,NE,NYG,2007-12-29, -15,-13,44.5,15,13,46.5,
2007,17,BUF,PHI,2007-12-30, 8,9,38,-8,-9,39,
2007,17,CAR,TB,2007-12-30, 0,-3,36,0,3,35.5,
2007,17,CIN,MIA,2007-12-30, -3,-3,46.5,3,3,45,
2007,17,DET,GB,2007-12-30, 3,3,38,-3,-3,39,
2007,17,JAC,HOU,2007-12-30, 4,7,42.5,-4,-7,42,
2007,17,NO,CHI,2007-12-30, -3,1,41,3,-1,42,
2007,17,SEA,ATL,2007-12-30, 2,-2,39,-2,2,38,
2007,17,SF,CLE,2007-12-30, 11.5,12,39.5,-11.5,-12,41,
2007,17,DAL,WAS,2007-12-30, 9,9,39.5,-9,-9,38,
2007,17,PIT,BAL,2007-12-30, -4,-3,35.5,4,3,34.5,
2007,17,MIN,DEN,2007-12-30, -3,-3,41,3,3,41,
2007,17,SD,OAK,2007-12-30, -8,-9,43,8,9,41.5,
2007,17,STL,ARI,2007-12-30, 6,6,48,-6,-6,49.5,
2007,17,KC,NYJ,2007-12-30, 6.5,5,35,-6.5,-5,35.5,
2007,17,TEN,IND,2007-12-30, -4,-5,43,4,5,40.5,
